player_id,name_key,position,season,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_first_downs,rushing_epa,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,wopr,def_tackles_solo,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_tackles_for_loss,def_fumbles_forced,fg_made,fg_att,fg_missed,fg_long,pat_made,pat_att,fantasy_points,fantasy_points_ppr,player_name_full,college,draft_slot,draft_slot_label,round,pick,draft_year
00-0004091,P.Dawson,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,1,541,20,21,0,0,Paul Dawson,TCU,3,R3,3,99,2015
00-0004091,P.Dawson,K,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,3,422,33,34,0,0,Paul Dawson,TCU,3,R3,3,99,2015
00-0004091,P.Dawson,K,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,40,6,526,23,26,0,0,Paul Dawson,TCU,3,R3,3,99,2015
00-0004091,P.Dawson,K,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,153,15,15,0,0,Paul Dawson,TCU,3,R3,3,99,2015
00-0007091,M.Hasselbeck,QB,2015,156,256,1690,9,5,16,-101,1900,779,85,-0.11306125,16,15,0,0,2,-5.870651625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1,91.1,,,,,,,
00-0010346,P.Manning,QB,2015,198,331,2249,9,17,16,-95,3112,967,110,-31.95664453,6,-6,0,0,0,-3.616596605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.36,91.36,,,,,,,
00-0016919,A.Vinatieri,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,2,485,32,35,0,0,Adam Vinatieri,South Dakota State,7,UDFA,,,
00-0016919,A.Vinatieri,K,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,4,620,44,44,0,0,Adam Vinatieri,South Dakota State,7,UDFA,,,
00-0016919,A.Vinatieri,K,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,4,593,22,24,0,0,Adam Vinatieri,South Dakota State,7,UDFA,,,
00-0016919,A.Vinatieri,K,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,4,496,44,47,0,0,Adam Vinatieri,South Dakota State,7,UDFA,,,
00-0016919,A.Vinatieri,K,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,6,368,22,28,0,0,Adam Vinatieri,South Dakota State,7,UDFA,,,
00-0018227,C.Woodson,FS,2015,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,-0.917857711,0,0,0,0,0,0,0,0,0,0,57,0,0,0,5,22,9,0,1,1,0,0,0,0,0,0,-0.3,-0.3,,,,,,,
00-0019435,M.Leach,LS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Leach,William & Mary,7,UDFA,,,
00-0019536,S.Graham,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,1,234,8,8,0,0,Shayne Graham,,7,UDFA,,,
00-0019596,T.Brady,QB,2015,402,624,4770,36,7,38,-225,4915,2414,228,127.5361794,34,53,3,1,14,6.768190165,1,1,36,0,0,7,29,1,3.129030636,0.03536715,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.7,344.7,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2016,291,432,3554,28,2,15,-87,3353,1744,163,146.3494801,28,64,0,1,11,-5.717146961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.56,258.56,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2017,385,581,4577,32,8,35,-201,5308,1910,230,140.6141844,25,28,0,1,9,-12.20378493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.88,295.88,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2018,375,570,4355,29,11,21,-147,4487,2121,205,91.60494422,23,35,2,0,10,2.064228416,1,1,6,0,0,0,6,0,-0.220585573,0.0375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.3,281.3,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2019,373,613,4057,24,8,27,-185,4613,1863,194,31.60153647,26,34,3,0,8,0.831918981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.68,263.68,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2020,401,610,4633,40,12,21,-143,5532,1810,233,131.4121736,30,6,3,3,9,-18.1860519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.92,337.92,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2021,485,719,5316,43,12,22,-144,5804,2534,270,144.7678837,28,81,2,1,15,3.850478549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.74,374.74,Tom Brady,Michigan,7,UDFA,,,
00-0019596,T.Brady,QB,2022,490,733,4694,25,9,22,-160,5027,2292,237,60.22426977,29,-1,1,2,7,-20.46932075,0,1,0,0,0,16,0,0,-4.726016435,0.09414838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.66,271.66,Tom Brady,Michigan,7,UDFA,,,
00-0019646,S.Janikowski,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,4,447,38,39,0,0,Sebastian Janikowski,Florida State,7,UDFA,,,
00-0019646,S.Janikowski,K,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,6,498,37,39,0,0,Sebastian Janikowski,Florida State,7,UDFA,,,
00-0019646,S.Janikowski,K,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,5,634,48,51,0,0,Sebastian Janikowski,Florida State,7,UDFA,,,
00-0019714,S.Lechler,P,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shane Lechler,Texas A&M,7,UDFA,,,
00-0019714,S.Lechler,P,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shane Lechler,Texas A&M,7,UDFA,,,
00-0019714,S.Lechler,P,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shane Lechler,Texas A&M,7,UDFA,,,
00-0020245,M.Vick,QB,2015,40,66,371,2,1,10,-53,631,193,14,-30.64470698,20,99,0,1,5,-0.004189373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.74,30.74,,,,,,,
00-0020337,S.Smith,WR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,73,670,3,0,719,256,28,22.41759885,4.124729175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,131,Sutton Smith,Northern Illinois,6,R6,6,175,2019
00-0020337,S.Smith,WR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,96,765,5,0,808,261,36,34.49170961,5.629065951,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.5,177.5,Sutton Smith,Northern Illinois,6,R6,6,175,2019
00-0020337,S.Smith Sr.,WR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,34,0,0,65,20,3,3.455454976,0.305235138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,6.4,,,,,,,
00-0020531,D.Brees,QB,2015,428,627,4870,32,11,31,-235,4908,2382,228,104.5966043,24,14,1,0,5,-6.81156835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.2,304.2,Drew Brees,Purdue,7,UDFA,,,
00-0020531,D.Brees,QB,2016,471,673,5208,37,15,27,-184,4795,2409,264,111.3970736,23,20,2,0,7,-5.724914374,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.32,332.32,Drew Brees,Purdue,7,UDFA,,,
00-0020531,D.Brees,QB,2017,386,536,4334,23,8,20,-145,3417,2369,201,106.6464494,33,12,2,2,10,-8.335351701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.56,262.56,Drew Brees,Purdue,7,UDFA,,,
00-0020531,D.Brees,QB,2018,364,489,3992,32,5,17,-121,3502,1827,199,157.3049551,31,22,4,0,11,7.614698948,1,1,1,0,0,-2,3,0,-0.848814588,0.042974138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.98,304.98,Drew Brees,Purdue,7,UDFA,,,
00-0020531,D.Brees,QB,2019,281,378,2979,27,4,12,-89,2425,1495,161,92.84857727,9,-4,1,0,2,2.232561841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.76,224.76,Drew Brees,Purdue,7,UDFA,,,
00-0020531,D.Brees,QB,2020,275,390,2942,24,6,13,-89,2361,1478,150,68.77344696,18,-2,2,0,4,-4.355731324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.48,209.48,Drew Brees,Purdue,7,UDFA,,,
00-0020578,M.Bryant,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,4,258,26,26,0,0,Matt Bryant,Baylor,7,UDFA,,,
00-0020578,M.Bryant,K,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,2,613,56,57,0,0,Matt Bryant,Baylor,7,UDFA,,,
00-0020578,M.Bryant,K,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,3,728,35,35,0,0,Matt Bryant,Baylor,7,UDFA,,,
00-0020578,M.Bryant,K,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,1,505,33,35,0,0,Matt Bryant,Baylor,7,UDFA,,,
00-0020578,M.Bryant,K,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,304,14,15,0,0,Matt Bryant,Baylor,7,UDFA,,,
00-0020679,S.Hill,QB,2015,2,7,15,0,0,1,-11,59,9,1,-6.62935112,4,-5,0,0,0,-2.482496237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,Shaun Hill,Maryland,7,UDFA,,,
00-0020679,S.Hill,QB,2016,19,35,242,0,0,1,-7,348,66,12,6.045880343,5,5,0,0,0,-1.785681234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18,10.18,Shaun Hill,Maryland,7,UDFA,,,
00-0020712,J.Harrison,OLB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,38,15,1,6,4,0,8,2,0,0,0,0,0,0,0,0,Jarvis Harrison,Texas A&M,5,R5,5,152,2015
00-0020712,J.Harrison,OLB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,39,9,1,0,1,0,8,2,0,0,0,0,0,0,0,0,Jarvis Harrison,Texas A&M,5,R5,5,152,2015
00-0020712,J.Harrison,OLB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,18,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Jarvis Harrison,Texas A&M,5,R5,5,152,2015
00-0020972,B.Cundiff,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billy Cundiff,Drake,7,UDFA,,,
00-0021140,J.Peppers,DE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10.5,57,16,0,0,0,0,9,2,0,0,0,0,0,0,0,0,Jabrill Peppers,Michigan,1,R1,1,25,2017
00-0021140,J.Peppers,DE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7.5,47.5,11,0,0,3,0,5,2,0,0,0,0,0,0,0,0,Jabrill Peppers,Michigan,1,R1,1,25,2017
00-0021140,J.Peppers,DE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,61,17,0,0,0,0,10,2,0,0,0,0,0,0,0,0,Jabrill Peppers,Michigan,1,R1,1,25,2017
00-0021140,J.Peppers,DE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,25,11,0,0,6,0,5,2,0,0,0,0,0,0,0,0,Jabrill Peppers,Michigan,1,R1,1,25,2017
00-0021146,D.Freeney,DE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,76,9,0,0,0,0,5,3,0,0,0,0,0,0,0,0,,,,,,,
00-0021146,D.Freeney,DE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,23,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,
00-0021146,D.Freeney,DE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,,,,,,,
00-0021206,J.McCown,QB,2015,186,292,2109,12,4,23,-137,2266,1014,96,15.87476294,20,98,1,3,11,-0.510607199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.16,132.16,Josh McCown,Sam Houston State,7,UDFA,,,
00-0021206,J.McCown,QB,2016,90,165,1100,6,6,18,-126,1649,450,56,-25.31759648,7,21,0,2,2,-3.733876048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,52.1,Josh McCown,Sam Houston State,7,UDFA,,,
00-0021206,J.McCown,QB,2017,267,397,2926,18,9,39,-264,3036,1268,135,13.37319523,37,124,5,4,17,6.621053862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.44,205.44,Josh McCown,Sam Houston State,7,UDFA,,,
00-0021206,J.McCown,QB,2018,60,110,539,1,4,7,-35,805,308,27,-32.38688326,5,32,0,0,2,2.846825854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.76,20.76,Josh McCown,Sam Houston State,7,UDFA,,,
00-0021206,J.McCown,QB,2019,3,5,24,0,0,0,0,22,15,2,1.128929754,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,Josh McCown,Sam Houston State,7,UDFA,,,
00-0021429,C.Palmer,QB,2015,342,537,4671,35,11,25,-151,5765,1756,231,157.6175461,25,24,1,2,5,-2.548290346,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.24,309.24,Carson Palmer,USC,7,UDFA,,,
00-0021429,C.Palmer,QB,2016,364,597,4233,26,14,40,-281,5635,1669,220,33.06378977,14,38,0,5,8,-6.802469832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.12,243.12,Carson Palmer,USC,7,UDFA,,,
00-0021429,C.Palmer,QB,2017,164,267,1978,9,7,22,-150,2499,743,95,-4.198267905,14,12,0,2,6,0.243019134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.32,102.32,Carson Palmer,USC,7,UDFA,,,
00-0021451,J.Dorenbos,LS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jon Dorenbos,Texas-El Paso,7,UDFA,,,
00-0021547,A.Gates,TE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,85,630,5,0,696,239,33,22.31424323,4.508242462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,149,Antonio Gates,Kent State,7,UDFA,,,
00-0021547,A.Gates,TE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,93,548,7,1,769,188,34,11.87465374,5.645134626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8,147.8,Antonio Gates,Kent State,7,UDFA,,,
00-0021547,A.Gates,TE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,52,316,3,0,432,66,16,3.03850195,3.085725053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,79.6,Antonio Gates,Kent State,7,UDFA,,,
00-0021547,A.Gates,TE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,333,2,1,356,126,19,5.797390706,3.052700446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,75.3,Antonio Gates,Kent State,7,UDFA,,,
00-0021577,C.Clemons,DE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,19,10,0,0,1,0,5,1,0,0,0,0,0,0,0,0,Chris Clemons,Georgia,7,UDFA,,,
00-0021678,T.Romo,QB,2015,83,121,884,5,7,6,-35,859,426,46,-10.05043608,4,13,0,0,1,0.799337725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66,40.66,Tony Romo,Eastern Illinois,7,UDFA,,,
00-0021678,T.Romo,QB,2016,3,4,29,1,0,0,0,60,10,3,3.706004136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,5.16,Tony Romo,Eastern Illinois,7,UDFA,,,
00-0021684,C.Cole,DT,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Cole,Iowa,7,UDFA,,,
00-0021706,C.Jenkins,DT,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,8,0,0,2,0,3,0,0,0,0,0,0,0,0,0,Cullen Jenkins,Central Michigan,7,UDFA,,,
00-0021706,C.Jenkins,DT,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.5,13.5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Cullen Jenkins,Central Michigan,7,UDFA,,,
00-0021940,J.Brown,K,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,32,2,528,44,45,0,0,Jamon Brown,Louisville,3,R3,3,72,2015
00-0021940,J.Brown,K,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,1,196,9,9,0,0,Jamon Brown,Louisville,3,R3,3,72,2015
00-0021998,C.Redding,DE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
00-0022017,M.Scifres,P,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
00-0022044,A.Johnson,WR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,77,503,4,0,792,147,31,13.29734561,4.74785376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3,115.3,Austin Johnson,Penn St.,2,R2,2,43,2016
00-0022044,A.Johnson,WR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,85,2,0,268,15,4,-2.164626368,1.662240535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,29.5,Austin Johnson,Penn St.,2,R2,2,43,2016
00-0022045,T.Newman,CB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,3,4,12,0,2,0,0,0,0,0,0,0,0,0,Terence Newman,Kansas State,7,UDFA,,,
00-0022045,T.Newman,CB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0,Terence Newman,Kansas State,7,UDFA,,,
00-0022045,T.Newman,CB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,3,5,0,2,0,0,0,0,0,0,0,0,0,Terence Newman,Kansas State,7,UDFA,,,
00-0022059,R.Mathis,OLB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,47,14,0,0,0,0,7,1,0,0,0,0,0,0,0,0,,,,,,,
00-0022059,R.Mathis,OLB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,45,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,,,,,,,
00-0022073,K.Williams,DT,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,Karlos Williams,Florida St.,5,R5,5,155,2015
00-0022080,R.Mathis,CB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,4,0,2,1,0,0,0,0,0,0,0,0,,,,,,,
00-0022084,A.Boldin,WR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,111,789,4,1,894,282,35,0.234703342,7.81556413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.9,169.9,Anquan Boldin,Florida State,7,UDFA,,,
00-0022084,A.Boldin,WR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,95,584,8,0,546,231,41,28.07542857,5.547716888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,173.4,Anquan Boldin,Florida State,7,UDFA,,,
00-0022120,C.Pace,OLB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,41,6,0,0,1,0,3,2,0,0,0,0,0,0,0,0,,,,,,,
00-0022123,C.Tillman,CB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,2,0,7,0,0,2,0,0,0,0,0,0,0,0,Cedric Tillman,Tennessee,3,R3,3,74,2023
00-0022127,J.Witten,TE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,104,713,3,1,727,230,36,-2.552544342,7.068721833,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3,164.3,,,,,,,
00-0022127,J.Witten,TE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,95,673,3,1,596,273,33,22.51839718,6.323340068,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,152.3,,,,,,,
00-0022127,J.Witten,TE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,87,560,5,0,602,105,26,17.28372099,6.019085514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,149,,,,,,,
00-0022127,J.Witten,TE,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,529,4,1,546,162,27,19.34769891,4.72669469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9,139.9,,,,,,,
00-0022127,J.Witten,TE,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,69,2,0,91,20,8,2.407177959,1.106777171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,31.9,,,,,,,
00-0022161,T.Suggs,OLB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,62,16,0,0,4,0,10,3,0,0,0,0,0,0,0,0,Terrell Suggs,Arizona State,7,UDFA,,,
00-0022161,T.Suggs,OLB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,71.5,20,0,0,4,0,11,4,0,0,0,0,0,0,0,0,Terrell Suggs,Arizona State,7,UDFA,,,
